0,
1,
2,
3,
4,
5,
6,
7,
8,
9,
10,
11,
12,
13,
14,
15,
16,
17,
18,
19,
20,
21,
22,
23,
24,
25,
26,
27,
28,
29,
30,
31,
32,
33,
34,
35,
36,
37,
38,
39,
40,
41,
42,
43,
44,
45,
46,
47,
48,
49,
50,
51,
52,
53,
54,
55,
56,
57,
58,
59,
60,
61,
62,
63,
64,
65,
66,
67,
68,
69,
70,
71,
72,
73,
74,
75,
76,
77,
78,
79,
80,-25.562999725341797
81,-20.69300079345703
82,-20.69300079345703
83,-20.69300079345703
84,-20.69300079345703
85,-21.326000213623047
86,-23.42099952697754
87,-21.816999435424805
88,-20.69300079345703
89,-20.69300079345703
90,-20.69300079345703
91,-20.533000946044922
92,-20.52400016784668
93,-19.156999588012695
94,-19.67799949645996
95,-20.34000015258789
96,-16.049999237060547
97,-14.847000122070312
98,-13.651000022888184
99,-13.651000022888184
100,-14.793000221252441
101,-16.520000457763672
102,-16.632999420166016
103,-16.632999420166016
104,-16.632999420166016
105,-16.632999420166016
106,-16.632999420166016
107,-16.632999420166016
108,-16.632999420166016
109,-16.402000427246094
110,-14.194999694824219
111,-14.03600025177002
112,-13.406000137329102
113,-13.427000045776367
114,-13.678000450134277
115,-14.920999526977539
116,-14.920999526977539
117,-14.920999526977539
118,-14.701000213623047
119,-14.248000144958496
120,-12.704999923706055
121,-12.883000373840332
122,-12.17199993133545
123,-14.00100040435791
124,-14.00100040435791
125,-14.00100040435791
126,-14.916999816894531
127,-14.640000343322754
128,-13.88599967956543
129,-13.652999877929688
130,-13.652999877929688
131,-14.116999626159668
132,-14.517000198364258
133,-12.401000022888184
134,-12.401000022888184
135,-12.401000022888184
136,-12.401000022888184
137,-12.392000198364258
138,-13.213000297546387
139,-13.213000297546387
140,-13.213000297546387
141,-15.149999618530273
142,-16.492000579833984
143,-16.492000579833984
144,-16.492000579833984
145,-17.402999877929688
146,-18.08799934387207
147,-19.04400062561035
148,-20.790000915527344
149,-21.45800018310547
150,-21.749000549316406
151,-21.749000549316406
152,-21.749000549316406
153,-21.8799991607666
154,-22.69300079345703
155,-22.69300079345703
156,-22.69300079345703
157,-22.69300079345703
158,-24.506000518798828
159,-24.506000518798828
160,-24.20199966430664
161,-23.17799949645996
162,-22.69300079345703
163,-23.027000427246094
164,-23.027000427246094
165,-23.027000427246094
166,-23.027000427246094
167,-23.18600082397461
168,-23.18600082397461
169,-23.18600082397461
170,-23.027000427246094
171,-23.027000427246094
172,-22.770000457763672
173,-21.667999267578125
174,-23.86400032043457
175,-24.764999389648438
176,-23.868999481201172
177,-23.902000427246094
178,-23.902000427246094
179,-23.902000427246094
180,-23.902000427246094
181,-23.527000427246094
182,-23.009000778198242
183,-22.07900047302246
184,-22.07900047302246
185,-22.07900047302246
186,-22.07900047302246
187,-21.933000564575195
188,-19.993000030517578
